ACCIDENT_NO,SEVERITY,SPEED_ZONE,Region,Order1,Order2,Order3,Order
T20170023319,Minor,40 km/hr,Metro,1,,,1
T20170023323,Serious,100 km/hr,Country,,2,,2
T20170023328,Serious,Off road,Metro,,2,,2
T20170022115,Minor,50 km/hr,Country,1,,,1
T20170022117,Serious,100 km/hr,Metro,,2,,2
T20170022121,Minor,Not known,Metro,1,,,1
T20170022125,Minor,60 km/hr,Metro,1,,,1
T20170022126,Minor,Not known,Metro,1,,,1
T20170022127,Minor,100 km/hr,Country,1,,,1
T20170022128,Serious,60 km/hr,Metro,,2,,2
T20170022129,Minor,80 km/hr,Metro,1,,,1
T20170022130,Serious,50 km/hr,Metro,,2,,2
T20170022133,Minor,50 km/hr,Country,1,,,1
T20170022134,Minor,40 km/hr,Metro,1,,,1
T20170022137,Minor,60 km/hr,Metro,1,,,1
T20170022138,Minor,40 km/hr,Country,1,,,1
T20170022528,Minor,60 km/hr,Metro,1,,,1
T20170022532,Serious,100 km/hr,Country,,2,,2
T20170022535,Serious,80 km/hr,Metro,,2,,2
T20170022539,Minor,60 km/hr,Country,1,,,1
T20170022540,Minor,70 km/hr,Metro,1,,,1
T20170022542,Serious,80 km/hr,Metro,,2,,2
T20170022543,Serious,50 km/hr,Metro,,2,,2
T20170022544,Serious,60 km/hr,Metro,,2,,2
T20170022545,Serious,100 km/hr,Country,,2,,2
T20170022548,Minor,60 km/hr,Country,1,,,1
T20170022549,Serious,100 km/hr,Country,,2,,2
T20170022552,Minor,40 km/hr,Country,1,,,1
T20170022553,Minor,70 km/hr,Metro,1,,,1
T20170022943,Serious,40 km/hr,Metro,,2,,2
T20170022946,Minor,60 km/hr,Metro,1,,,1
T20170022948,Minor,80 km/hr,Metro,1,,,1
T20170022949,Minor,80 km/hr,Metro,1,,,1
T20170022950,Serious,100 km/hr,Metro,,2,,2
T20170022951,Minor,60 km/hr,Metro,1,,,1
T20170022953,Minor,100 km/hr,Country,1,,,1
T20170022956,Minor,100 km/hr,Country,1,,,1
T20170022957,Serious,60 km/hr,Metro,,2,,2
T20170022959,Minor,100 km/hr,Country,1,,,1
T20170022960,Minor,60 km/hr,Country,1,,,1
T20170022961,Minor,60 km/hr,Metro,1,,,1
T20170022962,Serious,100 km/hr,Country,,2,,2
T20170023330,Minor,60 km/hr,Metro,1,,,1
T20170023335,Fatal,70 km/hr,Metro,,,3,3
T20170023336,Minor,40 km/hr,Metro,1,,,1
T20170023342,Serious,60 km/hr,Metro,,2,,2
T20170023345,Minor,50 km/hr,Metro,1,,,1
T20170023347,Minor,100 km/hr,Metro,1,,,1
T20170023348,Minor,80 km/hr,Metro,1,,,1
T20170023350,Serious,60 km/hr,Metro,,2,,2
T20170023354,Minor,80 km/hr,Metro,1,,,1
T20170023356,Minor,60 km/hr,Metro,1,,,1
T20170023358,Minor,50 km/hr,Metro,1,,,1
T20170023359,Minor,60 km/hr,Metro,1,,,1
T20170023360,Minor,100 km/hr,Metro,1,,,1
T20170022141,Fatal,40 km/hr,Metro,,,3,3
T20170022142,Serious,70 km/hr,Metro,,2,,2
T20170022143,Minor,60 km/hr,Country,1,,,1
T20170022144,Minor,50 km/hr,Metro,1,,,1
T20170022147,Minor,100 km/hr,Metro,1,,,1
T20170022149,Minor,60 km/hr,Metro,1,,,1
T20170022150,Serious,100 km/hr,Country,,2,,2
T20170022151,Serious,40 km/hr,Metro,,2,,2
T20170022153,Serious,80 km/hr,Metro,,2,,2
T20170022154,Minor,60 km/hr,Metro,1,,,1
T20170022156,Minor,60 km/hr,Metro,1,,,1
T20170022161,Serious,60 km/hr,Country,,2,,2
T20170022163,Serious,60 km/hr,Country,,2,,2
T20170022555,Minor,Not known,Metro,1,,,1
T20170022560,Minor,100 km/hr,Country,1,,,1
T20170022561,Minor,100 km/hr,Metro,1,,,1
T20170022562,Minor,60 km/hr,Metro,1,,,1
T20170022564,Fatal,100 km/hr,Country,,,3,3
T20170022565,Minor,70 km/hr,Metro,1,,,1
T20170022567,Minor,60 km/hr,Country,1,,,1
T20170022568,Minor,60 km/hr,Metro,1,,,1
T20170022569,Minor,80 km/hr,Metro,1,,,1
T20170022571,Minor,50 km/hr,Metro,1,,,1
T20170022572,Minor,60 km/hr,Metro,1,,,1
T20170022574,Minor,100 km/hr,Metro,1,,,1
T20170022575,Serious,70 km/hr,Metro,,2,,2
T20170022964,Minor,80 km/hr,Metro,1,,,1
T20170022967,Minor,80 km/hr,Metro,1,,,1
T20170022969,Serious,50 km/hr,Metro,,2,,2
T20170022971,Minor,40 km/hr,Metro,1,,,1
T20170022972,Minor,60 km/hr,Metro,1,,,1
T20170022974,Minor,60 km/hr,Metro,1,,,1
T20170022975,Serious,50 km/hr,Metro,,2,,2
T20170022976,Minor,100 km/hr,Country,1,,,1
T20170022979,Serious,70 km/hr,Metro,,2,,2
T20170022981,Minor,Not known,Country,1,,,1
T20170022982,Minor,60 km/hr,Metro,1,,,1
T20170022983,Serious,60 km/hr,Metro,,2,,2
T20170022984,Serious,50 km/hr,Metro,,2,,2
T20170023361,Serious,60 km/hr,Country,,2,,2
T20170023363,Minor,70 km/hr,Metro,1,,,1
T20170023365,Serious,60 km/hr,Metro,,2,,2
T20170023366,Serious,40 km/hr,Metro,,2,,2
T20170023367,Minor,40 km/hr,Metro,1,,,1
T20170023372,Minor,70 km/hr,Metro,1,,,1
T20170023374,Minor,50 km/hr,Metro,1,,,1
T20170023378,Minor,60 km/hr,Metro,1,,,1
T20170023379,Minor,100 km/hr,Country,1,,,1
T20170023380,Minor,60 km/hr,Metro,1,,,1
T20170023381,Minor,50 km/hr,Country,1,,,1
T20170023384,Minor,60 km/hr,Metro,1,,,1
T20170023387,Minor,60 km/hr,Metro,1,,,1
T20170022165,Serious,80 km/hr,Metro,,2,,2
T20170022166,Minor,100 km/hr,Country,1,,,1
T20170022168,Minor,60 km/hr,Metro,1,,,1
T20170022170,Minor,60 km/hr,Country,1,,,1
T20170022172,Minor,60 km/hr,Metro,1,,,1
T20170022173,Serious,80 km/hr,Metro,,2,,2
T20170022178,Minor,Not known,Metro,1,,,1
T20170022181,Minor,80 km/hr,Metro,1,,,1
T20170022183,Minor,60 km/hr,Metro,1,,,1
T20170022186,Serious,60 km/hr,Metro,,2,,2
T20170022187,Minor,60 km/hr,Metro,1,,,1
T20170022189,Minor,60 km/hr,Metro,1,,,1
T20170022195,Minor,Off road,Metro,1,,,1
T20170022576,Serious,Not known,Metro,,2,,2
T20170022579,Serious,50 km/hr,Metro,,2,,2
T20170022580,Minor,100 km/hr,Country,1,,,1
T20170022581,Serious,40 km/hr,Metro,,2,,2
T20170022584,Minor,60 km/hr,Metro,1,,,1
T20170022585,Minor,60 km/hr,Metro,1,,,1
T20170022586,Minor,80 km/hr,Metro,1,,,1
T20170022587,Serious,70 km/hr,Country,,2,,2
T20170022595,Minor,50 km/hr,Country,1,,,1
T20170022597,Minor,60 km/hr,Metro,1,,,1
T20170022598,Minor,50 km/hr,Metro,1,,,1
T20170022599,Minor,Not known,Country,1,,,1
T20170022600,Fatal,80 km/hr,Country,,,3,3
T20170022986,Minor,40 km/hr,Metro,1,,,1
T20170022987,Minor,60 km/hr,Metro,1,,,1
T20170022988,Serious,100 km/hr,Metro,,2,,2
T20170022991,Minor,60 km/hr,Metro,1,,,1
T20170022995,Minor,60 km/hr,Metro,1,,,1
T20170022996,Serious,100 km/hr,Country,,2,,2
T20170022997,Minor,60 km/hr,Metro,1,,,1
T20170022998,Minor,80 km/hr,Metro,1,,,1
T20170022999,Minor,80 km/hr,Metro,1,,,1
T20170023000,Minor,50 km/hr,Country,1,,,1
T20170023006,Serious,80 km/hr,Metro,,2,,2
T20170023007,Minor,80 km/hr,Country,1,,,1
T20170023008,Minor,100 km/hr,Country,1,,,1
T20170023390,Minor,60 km/hr,Metro,1,,,1
T20170023394,Minor,60 km/hr,Metro,1,,,1
T20170023396,Serious,100 km/hr,Country,,2,,2
T20170023403,Fatal,100 km/hr,Country,,,3,3
T20170023405,Minor,Not known,Metro,1,,,1
T20170023407,Serious,100 km/hr,Metro,,2,,2
T20170023409,Minor,60 km/hr,Metro,1,,,1
T20170023410,Serious,60 km/hr,Metro,,2,,2
T20170023411,Minor,100 km/hr,Country,1,,,1
T20170023412,Minor,60 km/hr,Metro,1,,,1
T20170023414,Minor,50 km/hr,Metro,1,,,1
T20170023415,Minor,80 km/hr,Metro,1,,,1
T20170023416,Minor,60 km/hr,Metro,1,,,1
T20170022201,Minor,50 km/hr,Country,1,,,1
T20170022204,Minor,110 km/hr,Country,1,,,1
T20170022206,Minor,80 km/hr,Metro,1,,,1
T20170022207,Serious,100 km/hr,Country,,2,,2
T20170022209,Minor,40 km/hr,Metro,1,,,1
T20170022210,Minor,100 km/hr,Metro,1,,,1
T20170022211,Minor,40 km/hr,Metro,1,,,1
T20170022215,Minor,80 km/hr,Metro,1,,,1
T20170022216,Minor,40 km/hr,Metro,1,,,1
T20170022217,Minor,50 km/hr,Metro,1,,,1
T20170022219,Minor,60 km/hr,Metro,1,,,1
T20170022223,Serious,60 km/hr,Metro,,2,,2
T20170022224,Serious,100 km/hr,Country,,2,,2
T20170022603,Minor,50 km/hr,Metro,1,,,1
T20170022604,Minor,100 km/hr,Metro,1,,,1
T20170022605,Minor,80 km/hr,Metro,1,,,1
T20170022609,Minor,50 km/hr,Metro,1,,,1
T20170022612,Minor,50 km/hr,Metro,1,,,1
T20170022613,Minor,50 km/hr,Metro,1,,,1
T20170022614,Minor,80 km/hr,Metro,1,,,1
T20170022615,Minor,60 km/hr,Country,1,,,1
T20170022617,Minor,80 km/hr,Metro,1,,,1
T20170022618,Serious,60 km/hr,Metro,,2,,2
T20170022619,Minor,110 km/hr,Country,1,,,1
T20170022621,Minor,40 km/hr,Country,1,,,1
T20170022623,Minor,80 km/hr,Metro,1,,,1
T20170023009,Minor,50 km/hr,Metro,1,,,1
T20170023014,Minor,50 km/hr,Metro,1,,,1
T20170023015,Serious,70 km/hr,Metro,,2,,2
T20170023016,Minor,50 km/hr,Metro,1,,,1
T20170023018,Minor,60 km/hr,Metro,1,,,1
T20170023019,Minor,40 km/hr,Metro,1,,,1
T20170023026,Serious,60 km/hr,Metro,,2,,2
T20170023027,Minor,60 km/hr,Metro,1,,,1
T20170023029,Serious,100 km/hr,Country,,2,,2
T20170023032,Minor,60 km/hr,Metro,1,,,1
T20170023033,Minor,60 km/hr,Metro,1,,,1
T20170023036,Minor,80 km/hr,Metro,1,,,1
T20170023037,Minor,80 km/hr,Metro,1,,,1
T20170023417,Minor,50 km/hr,Metro,1,,,1
T20170023419,Serious,60 km/hr,Metro,,2,,2
T20170023420,Minor,50 km/hr,Metro,1,,,1
T20170023425,Minor,60 km/hr,Metro,1,,,1
T20170023430,Minor,Not known,Metro,1,,,1
T20170023432,Minor,50 km/hr,Metro,1,,,1
T20170023433,Minor,60 km/hr,Country,1,,,1
T20170023434,Minor,Not known,Metro,1,,,1
T20170023436,Serious,50 km/hr,Metro,,2,,2
T20170023437,Serious,50 km/hr,Metro,,2,,2
T20170023438,Minor,40 km/hr,Country,1,,,1
T20170023441,Serious,60 km/hr,Metro,,2,,2
T20170023442,Minor,80 km/hr,Country,1,,,1
T20170022225,Serious,50 km/hr,Metro,,2,,2
T20170022226,Minor,100 km/hr,Country,1,,,1
T20170022227,Minor,40 km/hr,Metro,1,,,1
T20170022228,Serious,50 km/hr,Country,,2,,2
T20170022229,Serious,50 km/hr,Metro,,2,,2
T20170022232,Serious,60 km/hr,Metro,,2,,2
T20170022233,Minor,60 km/hr,Country,1,,,1
T20170022234,Minor,40 km/hr,Country,1,,,1
T20170022235,Minor,60 km/hr,Metro,1,,,1
T20170022241,Minor,60 km/hr,Metro,1,,,1
T20170022242,Minor,100 km/hr,Country,1,,,1
T20170022243,Minor,110 km/hr,Country,1,,,1
T20170022245,Minor,70 km/hr,Country,1,,,1
T20170022253,Serious,60 km/hr,Metro,,2,,2
T20170022628,Minor,60 km/hr,Metro,1,,,1
T20170022631,Serious,50 km/hr,Metro,,2,,2
T20170022633,Serious,60 km/hr,Metro,,2,,2
T20170022634,Serious,50 km/hr,Metro,,2,,2
T20170022636,Serious,100 km/hr,Metro,,2,,2
T20170022637,Serious,50 km/hr,Metro,,2,,2
T20170022640,Minor,100 km/hr,Country,1,,,1
T20170022641,Serious,60 km/hr,Metro,,2,,2
T20170022644,Serious,80 km/hr,Metro,,2,,2
T20170022645,Minor,Off road,Country,1,,,1
T20170022646,Serious,50 km/hr,Metro,,2,,2
T20170022648,Minor,70 km/hr,Metro,1,,,1
T20170022651,Minor,60 km/hr,Metro,1,,,1
T20170023038,Minor,100 km/hr,Country,1,,,1
T20170023041,Minor,100 km/hr,Metro,1,,,1
T20170023042,Serious,80 km/hr,Metro,,2,,2
T20170023043,Minor,60 km/hr,Metro,1,,,1
T20170023044,Minor,100 km/hr,Metro,1,,,1
T20170023045,Minor,50 km/hr,Country,1,,,1
T20170023046,Minor,60 km/hr,Metro,1,,,1
T20170023049,Serious,100 km/hr,Metro,,2,,2
T20170023050,Serious,60 km/hr,Metro,,2,,2
T20170023051,Minor,80 km/hr,Metro,1,,,1
T20170023052,Minor,60 km/hr,Country,1,,,1
T20170023056,Minor,80 km/hr,Metro,1,,,1
T20170023058,Minor,60 km/hr,Metro,1,,,1
T20170023447,Minor,70 km/hr,Country,1,,,1
T20170023448,Serious,50 km/hr,Country,,2,,2
T20170023449,Serious,80 km/hr,Metro,,2,,2
T20170023451,Minor,60 km/hr,Metro,1,,,1
T20170023452,Minor,40 km/hr,Metro,1,,,1
T20170023455,Serious,100 km/hr,Metro,,2,,2
T20170023456,Minor,70 km/hr,Metro,1,,,1
T20170023459,Minor,100 km/hr,Country,1,,,1
T20170023460,Minor,100 km/hr,Metro,1,,,1
T20170023463,Minor,60 km/hr,Country,1,,,1
T20170023464,Minor,60 km/hr,Country,1,,,1
T20170023468,Fatal,60 km/hr,Country,,,3,3
T20170023469,Minor,100 km/hr,Metro,1,,,1
T20170022255,Minor,50 km/hr,Metro,1,,,1
T20170022256,Minor,40 km/hr,Metro,1,,,1
T20170022257,Serious,40 km/hr,Metro,,2,,2
T20170022258,Minor,60 km/hr,Metro,1,,,1
T20170022264,Minor,60 km/hr,Metro,1,,,1
T20170022266,Minor,60 km/hr,Metro,1,,,1
T20170022270,Minor,80 km/hr,Metro,1,,,1
T20170022271,Serious,100 km/hr,Country,,2,,2
T20170022272,Minor,Not known,Country,1,,,1
T20170022273,Serious,Not known,Metro,,2,,2
T20170022275,Minor,70 km/hr,Country,1,,,1
T20170022276,Minor,60 km/hr,Metro,1,,,1
T20170022277,Minor,100 km/hr,Country,1,,,1
T20170022653,Minor,100 km/hr,Metro,1,,,1
T20170022654,Minor,50 km/hr,Metro,1,,,1
T20170022656,Minor,50 km/hr,Metro,1,,,1
T20170022657,Minor,70 km/hr,Country,1,,,1
T20170022660,Minor,60 km/hr,Metro,1,,,1
T20170022661,Minor,100 km/hr,Metro,1,,,1
T20170022662,Minor,100 km/hr,Metro,1,,,1
T20170022663,Minor,70 km/hr,Metro,1,,,1
T20170022664,Minor,60 km/hr,Metro,1,,,1
T20170022665,Serious,100 km/hr,Country,,2,,2
T20170022669,Serious,60 km/hr,Metro,,2,,2
T20170022670,Serious,100 km/hr,Country,,2,,2
T20170022672,Minor,Not known,Metro,1,,,1
T20170023059,Minor,80 km/hr,Country,1,,,1
T20170023061,Minor,70 km/hr,Metro,1,,,1
T20170023062,Minor,60 km/hr,Metro,1,,,1
T20170023063,Minor,80 km/hr,Metro,1,,,1
T20170023064,Minor,60 km/hr,Metro,1,,,1
T20170023065,Minor,70 km/hr,Metro,1,,,1
T20170023066,Minor,100 km/hr,Country,1,,,1
T20170023069,Minor,60 km/hr,Metro,1,,,1
T20170023070,Minor,100 km/hr,Country,1,,,1
T20170023072,Minor,100 km/hr,Metro,1,,,1
T20170023076,Minor,60 km/hr,Metro,1,,,1
T20170023078,Minor,80 km/hr,Metro,1,,,1
T20170023079,Minor,50 km/hr,Metro,1,,,1
T20170023470,Minor,40 km/hr,Metro,1,,,1
T20170023473,Minor,60 km/hr,Country,1,,,1
T20170023475,Serious,70 km/hr,Metro,,2,,2
T20170023477,Minor,50 km/hr,Metro,1,,,1
T20170023479,Minor,100 km/hr,Country,1,,,1
T20170023482,Minor,50 km/hr,Metro,1,,,1
T20170023483,Serious,80 km/hr,Country,,2,,2
T20170023484,Serious,80 km/hr,Metro,,2,,2
T20170023486,Minor,80 km/hr,Metro,1,,,1
T20170023487,Minor,60 km/hr,Country,1,,,1
T20170023489,Minor,80 km/hr,Country,1,,,1
T20170023490,Minor,80 km/hr,Metro,1,,,1
T20170023491,Serious,100 km/hr,Metro,,2,,2
T20170022279,Minor,60 km/hr,Metro,1,,,1
T20170022280,Serious,60 km/hr,Metro,,2,,2
T20170022281,Minor,80 km/hr,Metro,1,,,1
T20170022283,Minor,60 km/hr,Metro,1,,,1
T20170022285,Serious,50 km/hr,Metro,,2,,2
T20170022286,Minor,80 km/hr,Metro,1,,,1
T20170022287,Serious,80 km/hr,Metro,,2,,2
T20170022288,Minor,60 km/hr,Metro,1,,,1
T20170022289,Minor,50 km/hr,Metro,1,,,1
T20170022291,Minor,70 km/hr,Metro,1,,,1
T20170022295,Minor,60 km/hr,Metro,1,,,1
T20170022298,Minor,80 km/hr,Metro,1,,,1
T20170022299,Minor,60 km/hr,Metro,1,,,1
T20170022673,Minor,60 km/hr,Metro,1,,,1
T20170022679,Serious,60 km/hr,Metro,,2,,2
T20170022680,Serious,100 km/hr,Metro,,2,,2
T20170022681,Minor,70 km/hr,Metro,1,,,1
T20170022682,Minor,60 km/hr,Metro,1,,,1
T20170022687,Minor,100 km/hr,Country,1,,,1
T20170022688,Minor,50 km/hr,Metro,1,,,1
T20170022689,Minor,60 km/hr,Metro,1,,,1
T20170022690,Minor,80 km/hr,Metro,1,,,1
T20170022694,Minor,60 km/hr,Metro,1,,,1
T20170022697,Minor,60 km/hr,Metro,1,,,1
T20170022698,Minor,60 km/hr,Country,1,,,1
T20170022700,Minor,Off road,Metro,1,,,1
T20170023080,Minor,60 km/hr,Metro,1,,,1
T20170023081,Serious,60 km/hr,Metro,,2,,2
T20170023082,Minor,100 km/hr,Country,1,,,1
T20170023083,Serious,60 km/hr,Country,,2,,2
T20170023084,Serious,40 km/hr,Metro,,2,,2
T20170023085,Serious,100 km/hr,Country,,2,,2
T20170023086,Minor,60 km/hr,Metro,1,,,1
T20170023087,Minor,60 km/hr,Country,1,,,1
T20170023088,Minor,50 km/hr,Country,1,,,1
T20170023090,Serious,70 km/hr,Metro,,2,,2
T20170023091,Serious,60 km/hr,Metro,,2,,2
T20170023092,Minor,60 km/hr,Metro,1,,,1
T20170023093,Serious,60 km/hr,Metro,,2,,2
T20170023493,Minor,50 km/hr,Metro,1,,,1
T20170023494,Minor,60 km/hr,Country,1,,,1
T20170023496,Minor,40 km/hr,Metro,1,,,1
T20170023498,Serious,60 km/hr,Metro,,2,,2
T20170023502,Minor,50 km/hr,Metro,1,,,1
T20170023503,Minor,50 km/hr,Metro,1,,,1
T20170023505,Minor,60 km/hr,Country,1,,,1
T20170023506,Minor,50 km/hr,Metro,1,,,1
T20170023507,Minor,60 km/hr,Metro,1,,,1
T20170023508,Minor,50 km/hr,Metro,1,,,1
T20170023512,Minor,80 km/hr,Metro,1,,,1
T20170023514,Serious,60 km/hr,Metro,,2,,2
T20170023515,Minor,60 km/hr,Metro,1,,,1
T20170022303,Minor,60 km/hr,Metro,1,,,1
T20170022304,Minor,60 km/hr,Metro,1,,,1
T20170022305,Minor,60 km/hr,Metro,1,,,1
T20170022307,Minor,40 km/hr,Metro,1,,,1
T20170022311,Serious,70 km/hr,Metro,,2,,2
T20170022312,Serious,60 km/hr,Metro,,2,,2
T20170022315,Serious,80 km/hr,Metro,,2,,2
T20170022316,Minor,80 km/hr,Metro,1,,,1
T20170022319,Minor,80 km/hr,Country,1,,,1
T20170022323,Minor,80 km/hr,Country,1,,,1
T20170022324,Serious,70 km/hr,Metro,,2,,2
T20170022327,Serious,60 km/hr,Metro,,2,,2
T20170022330,Minor,60 km/hr,Metro,1,,,1
T20170022701,Minor,60 km/hr,Metro,1,,,1
T20170022704,Minor,60 km/hr,Metro,1,,,1
T20170022705,Serious,60 km/hr,Metro,,2,,2
T20170022706,Minor,60 km/hr,Metro,1,,,1
T20170022707,Minor,100 km/hr,Country,1,,,1
T20170022708,Minor,50 km/hr,Metro,1,,,1
T20170022709,Serious,60 km/hr,Metro,,2,,2
T20170022712,Minor,Not known,Metro,1,,,1
T20170022715,Minor,80 km/hr,Country,1,,,1
T20170022718,Serious,100 km/hr,Country,,2,,2
T20170022719,Minor,40 km/hr,Metro,1,,,1
T20170022720,Minor,60 km/hr,Metro,1,,,1
T20170022722,Minor,60 km/hr,Metro,1,,,1
T20170023094,Serious,80 km/hr,Metro,,2,,2
T20170023095,Minor,60 km/hr,Metro,1,,,1
T20170023096,Serious,80 km/hr,Metro,,2,,2
T20170023101,Minor,40 km/hr,Metro,1,,,1
T20170023113,Minor,100 km/hr,Country,1,,,1
T20170023114,Serious,80 km/hr,Metro,,2,,2
T20170023116,Minor,40 km/hr,Metro,1,,,1
T20170023120,Minor,100 km/hr,Metro,1,,,1
T20170023121,Minor,50 km/hr,Country,1,,,1
T20170023122,Minor,80 km/hr,Metro,1,,,1
T20170023124,Minor,60 km/hr,Metro,1,,,1
T20170023127,Minor,100 km/hr,Country,1,,,1
T20170023129,Serious,50 km/hr,Country,,2,,2
T20170023516,Serious,100 km/hr,Metro,,2,,2
T20170023517,Minor,70 km/hr,Country,1,,,1
T20170023518,Serious,60 km/hr,Metro,,2,,2
T20170023520,Minor,60 km/hr,Metro,1,,,1
T20170023521,Minor,100 km/hr,Metro,1,,,1
T20170023522,Serious,Not known,Metro,,2,,2
T20170023525,Minor,60 km/hr,Country,1,,,1
T20170023527,Serious,80 km/hr,Country,,2,,2
T20170023529,Minor,100 km/hr,Country,1,,,1
T20170023530,Serious,100 km/hr,Country,,2,,2
T20170023532,Minor,60 km/hr,Metro,1,,,1
T20170023533,Serious,100 km/hr,Country,,2,,2
T20170023535,Minor,100 km/hr,Country,1,,,1
T20170022331,Minor,40 km/hr,Metro,1,,,1
T20170022332,Minor,50 km/hr,Metro,1,,,1
T20170022340,Serious,60 km/hr,Metro,,2,,2
T20170022341,Minor,70 km/hr,Metro,1,,,1
T20170022342,Minor,80 km/hr,Metro,1,,,1
T20170022343,Minor,60 km/hr,Metro,1,,,1
T20170022346,Minor,100 km/hr,Country,1,,,1
T20170022347,Minor,100 km/hr,Country,1,,,1
T20170022349,Serious,70 km/hr,Metro,,2,,2
T20170022354,Minor,60 km/hr,Country,1,,,1
T20170022357,Serious,60 km/hr,Metro,,2,,2
T20170022360,Minor,60 km/hr,Metro,1,,,1
T20170022362,Serious,100 km/hr,Country,,2,,2
T20170022723,Minor,100 km/hr,Metro,1,,,1
T20170022724,Minor,70 km/hr,Metro,1,,,1
T20170022725,Minor,60 km/hr,Metro,1,,,1
T20170022726,Minor,70 km/hr,Metro,1,,,1
T20170022727,Minor,80 km/hr,Metro,1,,,1
T20170022728,Minor,80 km/hr,Metro,1,,,1
T20170022729,Minor,50 km/hr,Metro,1,,,1
T20170022731,Serious,100 km/hr,Metro,,2,,2
T20170022733,Minor,60 km/hr,Metro,1,,,1
T20170022736,Minor,50 km/hr,Metro,1,,,1
T20170022737,Serious,50 km/hr,Country,,2,,2
T20170022738,Serious,Not known,Country,,2,,2
T20170022741,Minor,Not known,Metro,1,,,1
T20180002783,Serious,80 km/hr,Metro,,2,,2
T20180002784,Minor,80 km/hr,Country,1,,,1
T20180002785,Minor,50 km/hr,Metro,1,,,1
T20180002787,Minor,40 km/hr,Metro,1,,,1
T20180002788,Minor,60 km/hr,Metro,1,,,1
T20180002791,Minor,80 km/hr,Metro,1,,,1
T20180002792,Minor,50 km/hr,Metro,1,,,1
T20180002793,Minor,60 km/hr,Country,1,,,1
T20180002795,Minor,Not known,Metro,1,,,1
T20180002797,Serious,50 km/hr,Country,,2,,2
T20180002799,Serious,70 km/hr,Metro,,2,,2
T20180002803,Minor,80 km/hr,Metro,1,,,1
T20180002804,Serious,100 km/hr,Country,,2,,2
T20180003215,Minor,Not known,Metro,1,,,1
T20180003220,Minor,100 km/hr,Metro,1,,,1
T20180003223,Minor,60 km/hr,Metro,1,,,1
T20180003224,Serious,60 km/hr,Metro,,2,,2
T20180003229,Minor,80 km/hr,Country,1,,,1
T20180003232,Minor,50 km/hr,Metro,1,,,1
T20180003233,Minor,110 km/hr,Country,1,,,1
T20180003235,Minor,60 km/hr,Country,1,,,1
T20180003236,Minor,80 km/hr,Metro,1,,,1
T20180003239,Minor,40 km/hr,Metro,1,,,1
T20180003241,Serious,50 km/hr,Metro,,2,,2
T20180003242,Minor,40 km/hr,Metro,1,,,1
T20180003243,Minor,Not known,Metro,1,,,1
T20180003658,Minor,80 km/hr,Metro,1,,,1
T20180003663,Minor,50 km/hr,Country,1,,,1
T20180003664,Minor,100 km/hr,Country,1,,,1
T20180003666,Minor,60 km/hr,Metro,1,,,1
T20180003669,Serious,60 km/hr,Metro,,2,,2
T20180003670,Minor,60 km/hr,Metro,1,,,1
T20180003675,Minor,80 km/hr,Country,1,,,1
T20180003676,Minor,60 km/hr,Metro,1,,,1
T20180003679,Serious,50 km/hr,Metro,,2,,2
T20180003680,Minor,80 km/hr,Metro,1,,,1
T20180003681,Serious,60 km/hr,Metro,,2,,2
T20180003687,Minor,100 km/hr,Country,1,,,1
T20180003688,Serious,60 km/hr,Country,,2,,2
T20180002330,Minor,100 km/hr,Metro,1,,,1
T20180002331,Minor,60 km/hr,Metro,1,,,1
T20180002334,Minor,80 km/hr,Metro,1,,,1
T20180002336,Minor,50 km/hr,Metro,1,,,1
T20180002338,Minor,50 km/hr,Metro,1,,,1
T20180002340,Minor,60 km/hr,Metro,1,,,1
T20180002341,Minor,40 km/hr,Metro,1,,,1
T20180002344,Minor,50 km/hr,Metro,1,,,1
T20180002346,Minor,50 km/hr,Metro,1,,,1
T20180002347,Minor,60 km/hr,Country,1,,,1
T20180002351,Minor,80 km/hr,Metro,1,,,1
T20180002354,Minor,60 km/hr,Country,1,,,1
T20180002355,Serious,50 km/hr,Metro,,2,,2
T20180002808,Minor,60 km/hr,Metro,1,,,1
T20180002811,Serious,100 km/hr,Country,,2,,2
T20180002812,Minor,Not known,Country,1,,,1
T20180002814,Minor,110 km/hr,Country,1,,,1
T20180002815,Serious,100 km/hr,Country,,2,,2
T20180002817,Serious,60 km/hr,Metro,,2,,2
T20180002819,Minor,60 km/hr,Country,1,,,1
T20180002824,Minor,50 km/hr,Metro,1,,,1
T20180002826,Serious,100 km/hr,Country,,2,,2
T20180002829,Minor,80 km/hr,Metro,1,,,1
T20180002830,Minor,80 km/hr,Country,1,,,1
T20180002833,Minor,100 km/hr,Country,1,,,1
T20180002834,Minor,60 km/hr,Metro,1,,,1
T20180003246,Minor,70 km/hr,Metro,1,,,1
T20180003247,Minor,40 km/hr,Metro,1,,,1
T20180003250,Minor,80 km/hr,Metro,1,,,1
T20180003251,Serious,60 km/hr,Metro,,2,,2
T20180003252,Serious,80 km/hr,Metro,,2,,2
T20180003254,Minor,50 km/hr,Metro,1,,,1
T20180003255,Minor,60 km/hr,Metro,1,,,1
T20180003256,Serious,80 km/hr,Metro,,2,,2
T20180003257,Minor,60 km/hr,Metro,1,,,1
T20180003260,Minor,50 km/hr,Metro,1,,,1
T20180003262,Minor,60 km/hr,Metro,1,,,1
T20180003263,Minor,60 km/hr,Metro,1,,,1
T20180003266,Minor,80 km/hr,Metro,1,,,1
